class,uuid,image-0,image-1,image-2,image-3,image-4,image-5,image-6,image-7,example_im_0,example_im_1,example_im_2,example_im_3,example_im_4,label
bucket,f668dd65071e482d893545c0042bc55f,1eeb40f3-96cb-494f-ab9a-83cc14fb5582,2188a65b-7698-4cf7-9eb8-b70b5c9b1735,a7c2f57a-0388-409a-add5-38f1bdb190a4,09b065c4-5317-43ab-8601-e422d7116dd2,2225bd78-955d-474b-9254-fef44aefb5d0,9f45991f-a19e-430d-a7ab-ca7cfc456244,62a01872-46b5-4dd1-8d70-0a77c890dfa2,bc639573-b70e-44b4-97d3-1c278e5c1154,2e3df8a8733547c.png,f14cc248515a47c.png,430aff774a804f6.png,2769bcffb2a147a.png,afe8b19627cd4ae.png,good
helmet,b29fb726e66c4e3693253145301e2169,484db808-d029-486a-8c5b-76a2e08b0ff5,6fb5931c-8c76-4a5b-a09f-2c1f95c76656,e8c8d055-572f-4595-8c9a-20616f4120c1,ff4a7715-a2d3-44ec-bb7a-a614a117d497,f6ee45de-c71f-4ac9-9d23-b2f3699d69b5,b265c539-4223-4b1a-ab4b-34e09bd8a7ed,18e1b5cf-7f73-42ca-a1ac-989a9c9796f0,ac61e4da-f729-4b3c-a473-b4156ac76271,30d3fa61dbe8464.png,b366d5f310ff45c.png,a141350f92904df.png,a9b1e03cc9a9497.png,1fa6b2e5549c418.png,good
printer,b4d053fe25074705a96e8f7f1e5aaa08,e5c14720-92d5-4450-bcb1-f7d583c67c7f,84ef7d71-e852-4f52-a71e-6b071775a01c,4258ac58-2872-45bf-ae31-c5a00d66340a,7b7d5752-3e2a-47a1-bcb1-149c3f9db222,912ae2ed-2714-40e0-9680-1b29fa2047e3,3d60f3c6-a42c-4a8c-a8f9-d90dca6c57f8,cfe46ea4-71a5-4df5-9822-0aa04ece0ca3,efd592cb-5c7d-4005-b357-b9bd24338f7c,0b1beed805484ed.png,26e1160b3498439.png,a67db55a575f467.png,5bd259919774480.png,ce5c59eb6c5e416.png,bad
printer,99407eec1d72476690646ff2323bcd04,f0840afe-1735-458a-b5e8-dc2dfbbe3de3,6e7a2444-97f5-4fdd-a808-b459fbc2c0cd,6e16cd86-e327-418f-bcba-921aabf34040,f2e1ede5-7b22-4d11-91e5-3e3ba15b8e81,41b47041-bf53-4b67-9609-3e43a9418199,cc2936a7-5933-41e9-9db5-8079360d1f61,4209d988-352b-45f0-9cf6-2eb2d375d98b,dc9d053f-79c3-4eb6-b8f4-c0393cbecfc8,f0d31af206e44b8.png,c7082dd255a7419.png,4be7462ef0c2451.png,9fb5e85cea864b8.png,e0fff45742e8426.png,good
chair,6687334ef2364319a0e8c2024a97a1e9,357e5d58-0d0f-4212-bc13-e9cb5c5661e6,45de083e-728f-48a6-89d9-2d3a033bb991,8fbddc38-9651-47bc-b06d-4980a76e40d9,accbace3-c3e3-4c71-81d3-af2152dd9aff,63c2f487-1d12-4035-9f01-5f753779ceb1,dea1732f-d661-4a99-9f85-2af9d6109d9a,59f6f4aa-d96b-461d-a210-957595474989,d2ff3bb1-db90-44cc-9c7a-ad882ecd99f2,7f5fdd89a562473.png,30c6fef07d0d47d.png,05086d99359e429.png,aa12fcbb8c6548c.png,aa4b7551e47642d.png,bad
printer,0b09edf9d447465e9c34a1d43026beef,22c03728-cd8d-47e5-ae4a-cd9f0431b0b9,337befb2-1d22-46a7-ad5b-e77431648f43,958c7a5b-7a26-4b98-a39a-fd2e9f9099f7,58fc8d66-bee2-45d3-ab3f-26beea671f37,c599e140-a727-45bd-90ff-2a4e681e4654,58a0e7b1-03c2-4090-9818-344397301b46,8e177c8a-32b4-4c8d-9dcd-7e8d9460ca09,e979bebb-ac50-48db-bab6-011343eba8e4,1a0b610bf15c428.png,4ae422d401bf49e.png,a0bb42af245d4d2.png,49af7944af5a4d9.png,be68034a3960404.png,bad
lighter,d66764db18324c718cfe4a3bca40433d,0f4682a6-2cf4-44d0-8ee5-c69a36915218,c8b9f570-47c4-4f11-9e8e-d55ac50777e6,421548a7-09fc-4ec5-85ce-7a6d5cc1c5a1,c8aabbb3-eef6-446a-b651-e9aad05801ca,056d92fb-961e-4cd2-a369-d9d3358e710a,848a218e-7650-4a70-8ee7-0446bc75dfc3,199d69f3-934d-4e3b-920d-0f4c09161e14,3d5bab17-d1e6-4fc2-a887-31fdecbccb1c,a90858a706f949b.png,1588f5a2e4a945c.png,e15abb77ec994f2.png,b9d529a0e7524f2.png,94052494754e42a.png,bad
jeans,327329fb6b2945839642d0ff9d5991de,397cda68-405b-40ef-99f5-0019875cea53,7b6555d2-b3e6-4c43-a0ad-9fdf95a2863a,96760dce-bb4c-4800-94e6-a1b7b8e2093c,8945a4be-86e2-4279-a365-9a0950926d62,b3ce6f38-9155-4dbd-9950-710d17186ef1,85069fd1-ff30-404c-881e-e2664f0bc1bd,f00ee3cc-229f-4bc5-81b6-6a5b61c6beac,509e0e1f-c460-49af-a152-316b739821a1,8260403f6ae6416.png,5648b9aa789b45f.png,8a654f9d81b247d.png,41d109e3826446b.png,85a2d073add4425.png,good
tv,a156b412074f4beca44221a7dacdc343,cdfa5c93-4b30-40e9-bebc-e640cb5a0d2d,6238d3e6-b604-4e8d-a79d-7986a59b4ce1,b99ed671-6624-4b3a-81c3-67f11119dae9,057d18d7-2636-435f-96de-0af3eb6a4d27,7d4e689e-7a21-4ebc-a112-58514c27fe90,b95c55c5-879c-4c0b-9168-31415739b225,415062a9-f10b-4be9-b4c4-a3cf07821a89,66866e01-6a44-445c-8112-0e04bf3d1cc9,b3df7db0ba1a4b6.png,bf2cea1de6d0407.png,2c3a3c5af5b7473.png,84edd2bb76744ae.png,f4964bc3c2c54f0.png,good
shovel,0aabc6fe06f743429fb27ae4c5d8c51c,e92f8122-6ffb-4c99-9225-68bc450c03c1,f2a48635-7243-4b1d-937d-d6d703ce1ac3,89c16cf1-b1b7-4801-a7ee-badc2b209fc9,c7e6f14d-a8d8-481a-8bdf-dd0828dd29a9,d74f3c6e-4b2c-46c2-a403-b6edd2d08904,a4f69d9d-4393-4879-9239-c3b3889b9d65,3f65b133-b633-453d-b8a0-acce84e458e5,64b33d6b-2488-454a-a2a3-8638ec2396ff,033cce6a7b914d7.png,bf2cb4105e1b457.png,06248a169256472.png,73099657c540483.png,8780f084f82745d.png,good
plate,6ea8d065634541e49fc4cc98c250e528,ecfdc382-f4ef-4815-926e-f51c6d333a52,9d846ff4-bc7d-4105-a621-36d213528a46,7dd3565f-59a7-42f0-b5e3-30427307183e,7006f326-4460-483d-b656-0941d61e6888,32b11416-5cc1-4def-a791-311d01280623,0b3e94dc-139c-41fc-83f1-321b594a15cd,1d41972c-be2c-4eca-a8d1-601a5bd9797d,5cbc6af1-11bf-468a-901b-b56e2619cd03,c7663a0193b34f6.png,ec99187395d7474.png,a29715a8c1bc4a0.png,652bf9f18f81443.png,97fc65d96d8149a.png,bad
pitcher,fe4e8e48d71e417a9a1e88f75461a4ec,09997c1a-279b-4204-a090-4121e5441a7a,b2b0c289-72fc-45a6-bb94-5e2225e84eaf,58e9c726-c67c-4ded-a6c7-28cd5592d693,acc87979-61e4-4bd9-a4db-62eb7d3f8123,e2020945-4cd6-4ad2-b263-36f4a617a15e,eae67a67-e08b-4233-af60-0f7a9cc2c633,eee721a1-a685-4ba7-8b3c-6a9983add871,a98a5cac-296a-4f45-825b-1428b1afe60b,b0847ed930624fe.png,988d5fa4d0014df.png,53992f9a972646f.png,b0d0bb706c8c4e4.png,01bcde4bec6e429.png,good
speaker,e14796f079ce4c6e82532e1ca3aee28f,1d3f17e5-3006-45d6-80d2-a83a086c843c,e183ddb9-edcd-439c-b8ae-d311dd9cb194,27e6606b-b010-45ba-b159-78309b9d06db,13f9b763-cee3-4ca0-9192-661371e0b7f9,b33de272-406a-4b2e-9910-a8a3542021f7,a3def3a3-3761-4f3d-8268-1ca8f776d71f,ad0b8f0b-b909-4953-819d-6de745dc3d16,8811b52d-aa36-4bfb-b984-ca7bd3d5212d,4f3c6c2770574b1.png,d218a81e74274d0.png,e4449a0ce52c4f6.png,85088252886d401.png,20477baec11e43c.png,bad
bicycle,f675530c40bd404d8df317c15d0bb55f,06c4254f-b18f-4727-afb9-1a0164279f4d,f506668f-b78f-448f-875d-0d6f8bad6d09,ed855080-10f1-4d82-8d4e-1131e7a80d70,2aefbc35-042f-46a7-8a8a-c446717831c0,831dfbf4-d531-4e35-8129-f1612fbcecfb,1f7c3b29-e62b-4495-b47d-97f8625a6647,1cb01d70-ce51-4f3d-93df-46bf8eec15ae,3f68aa6f-69c3-4647-9ef6-8a487cd3d2a9,d05b75beb0bd49f.png,2b3587a7a941470.png,a693acef5fac495.png,8f89a77ad5934e5.png,99ee79731be44ca.png,bad
printer,6a880c60684a4eb8b13fe43a23b3d91b,27490d79-4b5d-46d3-9ce6-d98d10e974e9,dd0b2a2d-af2f-454f-8a92-0f39bc0a5c29,96b6d41c-7758-414a-b1b5-4e3ae5ff27f9,d7080bbb-0080-4666-8aa7-969c2168f7c6,6ac725d6-656d-41d0-8c79-13c84d9fb8fb,4ebc5abc-0185-4f8a-99a8-ec078a413267,a64fc8d7-aa59-4bec-9801-a63eca6010ca,80e186d9-907a-42af-b892-6b086d0d93e4,59834c0c15be438.png,f8be7d98fa734ab.png,8b3b54cf1943470.png,b9a9a292d8994d3.png,1ade4bfa1fc84f5.png,bad
water_bottle,8ba8b8ba80d14ffe844cfb4e977e491b,cee15853-f1c9-47a1-a210-838dcbe6de79,131781ec-7193-4f21-a4cc-c19dcc8d7147,d7deed77-e4d9-4ba5-af48-23816f3b3b06,521bba26-8702-48c5-bfa6-70147556ca48,6d34561a-7cca-4e9e-b3ee-0c5be532c816,5c0ee7d0-aaad-4def-89f8-fb6453ec6ac2,7e8b2014-12aa-4ffa-a60a-5ec6b6e87353,feec6461-62e9-4fd1-891c-96ac586c93e8,810eff6fea9c450.png,8e21b7b2ee15405.png,d15008d0ac2e445.png,b286c2fd7299474.png,8ab7ae7086cd446.png,bad
t-shirt,d1f9599ae1c04af88d17181c5ce3801e,8da5af06-e8ca-4d72-90e9-42a6aabe17af,75c2aafb-6d39-4822-aab7-defa056ea8d9,ff7cf9ed-6d49-454f-b2b9-e7e95abe6a90,6389213b-c1fc-42da-928a-5b65a7f46545,fcbf9eb1-ed16-4987-903d-bd1ff502491c,0f66ade0-e33c-4644-bdaa-634822f23808,82e5a1d7-b99d-4069-9292-f1c75e43e50c,579477cf-19c0-445e-b642-a9cc050c4a97,e9dad78c19214eb.png,46f89f84919a4fa.png,54c53dba30c948c.png,46ce3c56444f453.png,3ae8adef508347f.png,good
bucket,7705b56cac41459291241d9aabea8629,4e37e003-3aa2-4e4e-836c-e75095d9d54b,9d7ec6f3-b3b3-4755-8dab-99f59ea94a5c,8608992f-1937-45b0-8b7d-986ec6dd4919,21cf7a5c-154e-4651-b924-12def847e9fa,d7f3ebbf-bac5-4018-a7a2-7e3c9419804f,c0909375-c1a2-4818-b097-68eb2e7980ad,04daebcc-a298-4fe0-a0ae-e9f42a57df70,a9cb25bb-f184-4abb-bfe2-c8520a5c8c70,4e8d4ea78ae04b3.png,7f0ddbc5d5e647c.png,a3af9808b98a479.png,564da48ca647437.png,f14cc248515a47c.png,good
hammer,977e962d76524cf3bdd6a21c12e341bf,0798acf1-234b-44a5-8889-84e777b2c3e7,dfb9847c-66b0-4e6a-841c-f27e507f88dd,a91fb9db-5087-401d-bd67-1f87b3aac62a,0bc65d32-5757-4dfa-84b7-bbed30f86448,5ff67b99-4775-4712-b9f3-c270d2f7e773,7b701c72-de4e-48c3-9872-36ed559537a3,47953647-b831-444a-936f-f2a7857e6acd,5378f72e-25fd-4aab-97a6-6f2d5aeae388,9620f77c9695442.png,7d16f52b977c45d.png,56fb196bc298436.png,8d1730af82ff4ea.png,29baee2d2e784ce.png,good
hammer,dea323999253489fa0e58d7b2a8ad38e,7f5ff575-c27c-446b-adb2-f5d3f6434af2,aac12423-6294-4a81-bfd0-b75400367e5c,52ca79f6-e2d9-4eb2-9ce5-5101e44a7fcc,245f00ce-d705-421f-9649-2ea9c37817e5,19b8612b-18af-479d-afd6-a59f0e30c6f9,a08d2ed7-b661-4926-9961-dc6c27d17e78,c5c34608-6bd4-47f9-9fbe-3f4cf612812a,cac88f9d-81fa-4950-8b9d-9880c6cb72e4,1f2a73383594429.png,fa5b58980b9941d.png,c521388c18b7432.png,42de32338c5f418.png,a39fcb6a7241429.png,good
chair,5572539f0f8544018dc441dcfa647774,e86cc27b-91a6-4e1c-bfa0-f1674d1182f2,674f398e-facd-491b-ae4a-ea06f1d4429b,a14bb4dc-a7cc-4edb-b742-4fcebaa92366,f2bec169-bf0d-40a6-a033-1ad9db48cb24,bf5f4390-82cf-43f6-a2ca-10db9fe7f105,6539131a-88aa-4a6f-8712-5ecb39318567,bcff786a-0c00-46e9-9d20-960e753c699e,7d76e16d-7824-401c-b0a3-e4c3c2065aca,f242c08162514cb.png,84fa3defab8242e.png,a6bc411778f64a6.png,a6064853d4cc4ca.png,d6496d4fbf3d4e3.png,bad
plate,8b98b2f9759a4bbcb8af5c9d2890c91a,e354aaeb-4222-4a5e-aac4-4a8b81694f6d,54307287-cf8d-4264-9408-cb693b3b63a1,e988e488-b6f1-4220-a7ad-c24698853277,894f49fc-cf59-4b5f-8526-d1a4ddd1543b,76cb3e51-cb88-4f1f-aac6-78d5339afd5d,b8a587a6-2ed2-46ba-8fb6-de5d27c382ae,b392794c-9305-4c0b-9d84-9de14af69169,af19df5f-dc71-4969-881e-e4ac7ef380ce,c6b2fed04798409.png,d7375ea76f43496.png,b41344d9c5b44ef.png,28e548f36123468.png,9858d676d89a442.png,good
vase,cd7586d128d940899c7a2204d41fcea2,aa79f037-279d-40e7-a9bf-441a7eec1d32,cf898ffa-6b76-49fb-80fd-0ffd7f0c9b60,ee3f7fb2-1b4d-4518-a701-1dbf7a78b69f,c23c50ca-81fb-4cd2-a082-8d25a0a023ab,8fda71eb-f095-4ddf-b60e-ae6d3924e1ee,750f38c7-5684-4ce8-819e-1482db877bb6,3cb3f7f6-b48a-4efc-95ed-da8f3bfba2f9,c1d43894-c09c-489a-912d-b116b864d305,25e44864d7734f4.png,0c79f9004d474ff.png,b6ef5a1c2051411.png,ec704c4a2a094ee.png,c096a5ffa6134c4.png,good
hammer,be5595aa7e0b4aac8d92f4af0aab66b6,d58c2941-38e6-41df-8719-fc0a4af2a963,5c7a9da7-1db6-4394-94de-c7c6456399be,4b3ffb99-7dd0-4896-a7ef-0a2f393bdbc4,ef38152a-54ef-47ac-a08c-b92665c972dc,fa51e61c-b00c-4660-b1f4-75590f94db23,9c42d104-d422-4e8d-8f05-929b06b9cdd3,a847b386-28b3-4190-a13c-a67292d5725d,23819638-0d4c-4d53-8061-dcc905a64a85,111fd61623c44fc.png,685a22d137fe4c2.png,43e7437aa36b41a.png,8c60a81e1f794b3.png,88d6f2ea32244dd.png,good
lighter,b79d63c810144dc290e2e97fa5612c94,bb3c3618-3b82-4880-9190-059bf3bc462c,95f90a60-baad-4af8-b8d0-414e6d86485c,44eb31f6-0aef-442e-8340-9ef9924812d2,5eb3a911-5adb-4d45-844c-b58ec1576cba,a6b5bde2-5920-4faf-996e-47489d13a734,6678ea57-e8a2-41e9-bf2c-45335f1fb935,af811ef6-2557-40c0-ba0e-2ee762807dd4,79524e2d-27ae-45d4-8345-c7922471a49f,4d92ac3eaa7a41a.png,426eb6a952d64bb.png,9a361da5ee9e4be.png,ad9f9fceb3d2481.png,171fcbfcb77a465.png,good
helmet,bb3e9f0e3d844011b059a9ae0a703270,9834d15b-2670-4123-9337-b67fba506769,13c95676-740e-41ae-a85b-375e6a5364df,1abdbb27-589d-4655-a4b0-be1b9ad41f45,68c42b55-f2eb-419d-a214-b71772999c7c,abafbb7a-c42a-4c89-abc7-0fbdc81d0e59,4d505278-89c6-4e53-9e31-30f441590edd,fb51b693-547f-4f9d-a0e9-db9e92e8ffff,79ad636f-ea24-4f35-973c-42c113d58225,7383c0a9d1d147c.png,ed3a1fc32fc44da.png,d79e978c85554bc.png,a7f882401c87468.png,3cb800851c9d452.png,good
desk_lamp,7be9e6cbf6e04365a028217a4874730e,b60397fb-e663-42b7-9c93-af6bcb2b71ce,cc29e7df-4cf2-4bf4-9087-bd32cfd2655b,d1489a00-a317-4274-946d-50c957caabc6,fe10544d-32ff-4f14-9edc-afe19f5be104,e5965c53-7c4c-4f10-a32d-469e7340a0aa,879c9ac2-add7-4413-941d-0e69fce91d9b,079b1679-9c63-44ec-a693-31332c650b8b,d1f58afc-e300-4869-8c67-022fbe4c5ff2,110e37228a7141c.png,15e241b0d611467.png,6c92b65a234a44d.png,eaa3d89b971d404.png,9e71d30e046b4f7.png,good
fan,b2fc25b82b5247efb864efec9899ca54,104a02d3-978f-42e3-a814-08fdc8343431,5d6097fb-2f7d-4daf-93bf-10a8806bd465,79f78e2d-4261-46af-b6e7-2c211a5ced28,be7a9761-8458-430e-88e2-9eaf472da23b,403ee0c2-7e67-4aa7-a2d2-4f31a6547426,71f9a6b8-75fe-41d1-8455-b5d2a5228dbf,643a863a-c063-4a71-a397-4371ad1b270c,cda42bdf-6699-4c4b-8b24-f2591912236e,ae4f622ea3e1456.png,2c4e65d558b64a6.png,03c561013eda44f.png,1379f12757fc478.png,bd69b2f265794e7.png,good
fan,bb630f1fd940490c99dfb9b92da4072d,d4d0de7f-6cf8-45ed-a24f-bc73ec8a360c,d6a62e1e-c6ce-4757-92b8-58fd7994b56f,0f4a458b-1c99-4d4a-8f2b-fc7f60b606b7,855c89e1-2ff6-478c-9f2f-df7d03259c97,5f971648-0bb0-4709-a5b4-1599699944f0,8dca4ea8-288e-4ff1-95fc-fb96557f190f,9b3f763c-4764-42f2-93ff-5ce70ca01010,39c1250e-b5d3-4ad6-8f4a-91783a3b3ad6,9aa56a6c311e49b.png,9846f0b0eb9e45a.png,bda6d9b612f24ed.png,17a84f195a86417.png,96044aa7c89946f.png,bad
pen,5807b5f6ebcf4dc1b731c6907b180af7,9fc719fe-1101-4aaf-9258-f245bad35305,94b53ef8-34cc-42cc-8fcd-ad98f5afc879,ce2e1c5c-7965-464a-b6bc-2f0168ee7dc5,f766b40a-5d28-4b58-9141-073bcc57624f,3bcc5b8c-cced-458e-8195-c93cecaaa526,58568354-90d3-4c96-a852-7f057e749489,826826e0-02e7-4dc7-9c8e-2f6c43cc036e,fc695e7c-373a-440a-a93c-49d8dffdb13f,66f0a418323a43f.png,7b8a90f1ccc0449.png,0eed882e12454df.png,9eed2e82938f4c8.png,1b68a023c4644bc.png,good
tv,b72411a8065e4c5688fe27e98f1bf497,52889aa2-adef-4d50-8e07-1099011f3b07,a7066a74-aef8-404f-8376-71f6d95de6be,f3ec8385-5e64-4880-858b-ea710b09821e,71b63072-dd71-48a3-9098-a56dc09267b4,15d12e35-1bdd-47b7-89e3-882dbf9f82bf,4739ab22-7de3-40c9-b3e9-83a7b1f15494,29431934-6ef7-45cd-9341-cd62afc27779,764d284c-d4c1-4351-ab1f-2459f1ec08aa,4e26f7128ff841c.png,cf101fe6e50c438.png,1d3c47290a304bf.png,46d1ed2afbf442f.png,515af14f85c1405.png,good
toilet_paper_roll,7ca7ebcfad964498b49af73be442acf9,5672fdcc-41f9-4014-a4f2-b9ad55bf3cb7,670de176-f709-4b46-8e80-bf733ecae26f,1458a245-4587-4ce5-9d61-3556675300d9,b7c83392-a7ba-4871-a8a9-4f321d61a60b,5765dc0e-4375-4b11-97c8-e5125c74851d,c57684ca-85dd-4783-be36-94382d620bbd,116732ea-0d2c-41cb-a72b-6afbdcd8ebb4,10486d3a-4c7d-4580-823c-df1efe11d12b,c3fad21749ff46e.png,c67ab65f135046a.png,47c49f5cddc54f1.png,eb1176c1173447c.png,bd01fefd0e96403.png,good
chair,c2fe0313a2d945c1a856a38f470ad86f,8571bf4b-5af7-49c9-be6f-9ee49ba0f311,874c4f91-a5b4-4c7a-9a11-55ea0dc33782,f70b1e6c-c77a-4f4e-92af-bf2bc34015b8,70411ab9-3340-42c5-9709-5264c7fcf2b7,48f9b81d-c149-40c8-8b1d-11e21f4aa271,f54d790e-24e9-46e5-932f-2347e4c1e352,aa09451e-e351-483e-a2a2-06dc252f0ba4,d5f0bcc5-29d4-4783-bf41-9a59714a8f61,b54d00cba51c488.png,b673333a030842b.png,ef110c8fb8a8498.png,b9543d5d04e9407.png,c6d6ae61b61d46f.png,bad
chair,86b1afc33b5f46eda4707d35ef44bef4,4139e0c5-61c6-4e03-a518-37033388699a,f77d3764-4864-4b10-a982-adb5fc95fb0c,c8f9e20d-6d34-49e9-912e-d1ce70f0d381,9641ee0c-1533-4834-a618-4c85f0d08059,172deae1-5216-4937-bdbe-d69a4ef615e4,63743e68-3d8a-46c7-b965-8ecf6116b383,639d9951-c625-45bb-a105-9b553e3c89d9,111aa428-3c98-4706-a316-1910d8b761c0,71538c456f0c49c.png,9205888731e54a7.png,3b2adfb8657b4cf.png,00e43dec5e274ba.png,5b06bd73af45447.png,good
banana,a371c26b79d444d988dfa59df78d8017,72c3c007-88a7-4ca1-b66a-4457866114c7,a7c55f8d-3d49-4ec4-aacb-11794162e9c4,ebe08005-adb8-476b-a841-06740549a545,ce5f9aa9-405e-4d24-b06a-31974e0b35d0,1b8d5ce7-3e0c-454a-b292-a89f1d3737bd,8f62dd66-81b0-4e27-8f8f-5480f87f1a2b,bb589715-eb4e-4432-8dd0-04adbec52e4e,3bc68cee-817e-4876-9e07-f570f909ecd3,d3b0651d852e449.png,ebc2295f03a1445.png,1efe05e7a7fa435.png,e393cb5208264ff.png,99571df36436494.png,good
mug,867e713cf6304efda66c9220dbdee9d8,f8aa1195-8f3e-482e-a046-1e0a7df6c20b,b4c2ce89-fcd5-45d3-ab31-9acd9e43acba,f4050c7c-e821-461f-84ba-b9e5a837e12b,8f5aa7cc-57d6-4c26-90c1-51b585416fda,4b64019f-d7d7-4aa0-ba07-e14d7c4a6164,124e7d49-6a65-480d-ab59-33b6b3f2cfcc,73e64dfe-fcc5-4b05-955d-9d721f02aa9b,ccc583b6-b89a-499f-968e-e1adcc57b650,8580e2dcbafb40a.png,3f584ecb856c4d9.png,f092678717d7409.png,600cdf4181ad4fa.png,2004553ae6f8411.png,bad
teapot,d2d52ff0e1344a909ee232f73006a758,f4ea477d-baa2-4516-8be5-be95bdfbebcf,db3b53fc-4f19-444d-b365-0937982c13b4,2ebc1226-53c6-41e6-b48c-4948c208a47d,b1b74ab0-e129-4dae-b46a-68a46f09e7d5,02b406dd-359a-4f05-9c8d-45d6ce67469a,f433c26f-9b07-4275-8877-e979548734a2,6fc3dd4b-f35a-40a7-a21a-b0e63e9a2e0b,99ff61d3-50fb-45c6-96f2-ee79554e1f89,bfe977b288a84e5.png,53e191972655489.png,3164a72b53fb4bc.png,9929dac83c87484.png,b78d43ad04574f0.png,good
lighter,294f42b1f51341b7ad1bcebc498224ee,062aee5d-3ba1-4f70-a3f5-ec5db17daf9a,6866fa39-f871-4402-a472-f53f5d93d57e,bed4b103-b8f9-42ad-9082-9580065439a8,7bf73219-8795-4643-8682-a29c5326cf76,9262a02b-8270-4b90-83e7-6ba7b5543692,9f2f4a7f-b836-44e0-8f5e-4d4418664a83,c7d3bc87-bb3b-4e16-bb2f-67019ef6a926,93f7deff-a37c-4840-b049-31d3dc68075c,6bf1338ab38a487.png,0510a8eacf75416.png,f1969e536fdc4d0.png,ef508d0fcb4e4f6.png,e82bc135e4984ff.png,bad
mug,1b06e0d22e484db08e2dadf4b8751487,4658f49e-f401-4b49-9d1c-df12ef869f26,5736cc8b-6916-4fd3-8ee7-89063b0f9dbf,9497bb7f-f07a-4240-bf87-fd2dfd9d2398,1d731252-8b66-47e0-bf79-e3bb8bd0c92b,a3ae2729-fa84-4b49-8173-087f5a3a4f53,36ff92e1-8e79-4ad8-8da0-4ec811155f9b,3b5576f1-fe92-4061-9bcd-9d99f28ac81b,08a1146e-1c4a-4cc3-9a88-8d39e2114f36,2ea0e74c351f4e5.png,6f5151c867ff484.png,b4fad42d1184465.png,e6a69f6df0f54f7.png,9fd95f2ef4a14a8.png,bad
sandal,f9785f6152484a44bbd73508655a9741,5cb3dfb9-9e68-4633-b007-b62cb048de2b,5998dd97-01b3-4e65-88da-5adf6e23dd08,7a7f0a75-5182-4941-83de-d1515da4c995,ee88b974-6af9-4d13-bde0-e627f64a3dab,6b02b3d3-ee0b-452d-9709-136e0df70d39,9e4361a1-084b-4f8f-88f3-7c5efd4375ea,e0a32af3-3817-4e00-bd30-8b50819c62fb,1831fe2c-7154-43af-80a0-e7332edff7b1,72619c819820479.png,7a6265933c60411.png,f14edbb88e0d4d3.png,79269e9329c04dd.png,c171bf30b196418.png,bad
banana,56f5e7a6e4fc43759cac4ee99246a98b,5afde27a-e2ba-46c0-89ed-080b677e1dcb,8ff1e45d-0453-4ad8-94bb-8e69bc5237ef,aca2c522-2a2f-4eff-8c7e-18a3db7491b4,668b0497-0339-438b-add9-c5cc5b42aedc,7811642c-0191-4965-8b0c-617e7c4f132e,1113ca1e-1ff9-4bdd-9218-d7d417d825f0,b14688c2-a6f1-48d4-9a7e-2e61999524e6,b168f460-ad79-4639-b49e-976f580745c0,1efbc787dc37486.png,faf38cbfd7e8411.png,91b5ea388201417.png,e056036077a9446.png,4c1aec033b4b455.png,bad
helmet,b7e669a9c21a4e349aca268db8754720,35263997-dea6-4095-9e21-005c8f0821bb,60f40a52-32f6-4ce0-99b6-f4ec3650163e,5e7551fd-2d2e-4024-bffb-42e4e944d633,163a78fe-087e-4d38-9af0-5bf22747f938,78a7c691-89ea-4082-af6c-4cff130345f1,54c55009-210a-4ab8-93e0-97b5deaee29a,4d7901dd-300f-49b1-b31b-cf888fd667e1,3b312fc7-7491-4ba2-864d-44696465c33b,3e42d10cc892410.png,177eedf93856411.png,9d9c3aa1c5ae443.png,1c203b74987a4bc.png,fac9413f88cb446.png,good
watch,33c55a322aa948dbbb417e0b90dadb6e,5c2546ab-7f97-4b97-8e56-e757ab3b0802,ab5472da-5690-4326-b240-76479f9e8b3b,f11d996e-7508-4775-ba6c-7ed7d249178f,bd18d39a-832d-4cae-8600-15a1ee06b850,5dcfa6bb-abbf-4aa8-a966-61f00a361f64,01ee2fee-8283-43ce-bb71-baea7bfef3f0,ac3661ac-bb5e-4f42-a4e4-4a3b8326fd84,2b6e5bd8-c39d-42e1-a567-b2bfc0de78e7,8e3044230ce344f.png,f2ae71473d3a4f1.png,1032d5268168414.png,e899b58d56e7452.png,d6b266b09c5640e.png,bad
orange,63e3afa5aaf84935bb9245d94bb79c7d,2d73ee0d-f8af-44d3-8426-8ac251283856,9f451246-6881-4204-8ffc-5d1dce1de39e,15d24d10-65f1-455d-a3f8-1d654a65cd54,017ab493-b686-4f9e-a72d-ad93af128510,917c38a1-d488-42c4-a7e1-6d3b5bfbda26,e651d6a0-9375-44ed-ae55-44e44e78afa5,49fd71de-f4ae-4e37-b81a-ca9ecbd71d9f,e739bd12-bfc5-4fe9-a697-bc6aa18945c2,7f4bb18e4342416.png,ff560820c7a948d.png,647eb9831540486.png,9ae8557884c7409.png,6e75b94118bf495.png,good
hammer,c478fc79f2d2468cbe5ef3186b86d0d6,72d707d6-b471-44f9-b6d5-3da4e107127b,5689a8b4-bdef-46d4-9038-dc40dd672708,68a4b047-b1e9-4706-a2a8-5e1a22295ffe,b2104915-2b53-43a4-ad12-63916ee47955,40240e6b-9465-4ff9-bf22-2462b4ff2ba0,fd2b6ddf-63ea-4e35-b65c-6aa6648ed348,a64bd40f-f9fd-4151-b18e-5b723aeae14f,3fe038d4-2746-4280-a614-be55ae44b599,35efb77cc97a434.png,c355e5ad103449c.png,18f9972580654ba.png,e6c383b69d2e46f.png,c52ff6f5e3544e1.png,good
